Gr Liv Area,Lot Area,Total Bsmt SF,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Bedroom AbvGr,Full Bath,Half Bath,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Neighborhood,Central Air,Sale Condition,SalePrice
1525,8238,813.0,6,5,1997,1998,3,2,1,6,1,2.0,400.0,Gilbert,Y,Normal,183500
2236,13006,964.0,7,5,1997,1997,4,2,1,8,1,2.0,642.0,Gilbert,Y,Normal,222000
1671,13041,781.0,6,5,1995,1995,3,2,1,7,1,2.0,423.0,Gilbert,Y,Normal,170000
1498,13031,691.0,6,5,1995,1996,3,2,1,6,1,2.0,409.0,Gilbert,Y,Normal,187500
1776,9783,821.0,6,5,1996,1996,3,2,1,7,1,2.0,443.0,Gilbert,Y,Normal,202000
1511,11207,802.0,6,5,1997,1997,3,2,1,8,1,2.0,413.0,Gilbert,Y,Normal,185000
2462,19378,1392.0,7,5,2005,2006,4,2,1,9,1,2.0,576.0,Gilbert,Y,Partial,320000
1670,14859,1670.0,7,5,2006,2006,3,2,0,7,1,3.0,690.0,Gilbert,Y,Partial,240000
2064,13128,1074.0,8,5,2005,2005,4,2,1,7,1,2.0,527.0,Gilbert,Y,Normal,250000
1801,10463,893.0,8,5,2005,2005,3,2,1,8,1,3.0,800.0,Gilbert,Y,Normal,239900
2212,13751,1700.0,7,5,2005,2006,3,2,1,9,1,3.0,773.0,Gilbert,Y,Partial,309000
2021,23257,868.0,7,5,2006,2006,3,2,1,9,1,2.0,422.0,Gilbert,Y,Partial,274725
2687,13108,2062.0,8,5,1994,1994,4,2,1,9,0,2.0,618.0,StoneBr,Y,Normal,270000
1169,8076,1160.0,6,6,1993,1994,3,2,0,6,1,2.0,402.0,Gilbert,Y,Normal,183500
1501,7685,697.0,6,5,1993,1994,3,2,1,6,1,2.0,420.0,Gilbert,Y,Normal,165600
1632,9084,935.0,7,5,1998,1998,3,2,1,8,1,2.0,462.0,Gilbert,Y,Normal,176500
1204,3701,1191.0,8,5,1987,1987,2,2,0,5,0,2.0,461.0,StoneBr,Y,Normal,130000
1767,5306,1064.0,7,7,1987,1987,2,2,0,5,1,2.0,504.0,StoneBr,Y,Normal,239000
1742,6563,1742.0,8,5,1985,1985,2,2,0,5,1,2.0,564.0,StoneBr,Y,Normal,275000
2798,16023,1398.0,9,5,2005,2006,3,3,1,11,1,3.0,670.0,StoneBr,Y,Partial,457347
3390,18062,1528.0,10,5,2006,2006,5,3,1,10,1,3.0,758.0,StoneBr,Y,Partial,545224
2473,12292,1094.0,9,5,2006,2006,4,2,1,11,1,3.0,675.0,StoneBr,Y,Partial,356383
2868,16056,1992.0,9,5,2005,2006,4,3,1,11,1,3.0,716.0,StoneBr,Y,Partial,556581
2576,12438,1234.0,8,5,2006,2006,4,2,1,10,1,3.0,666.0,StoneBr,Y,Partial,361919
2698,16052,1850.0,10,5,2006,2006,4,2,1,11,1,3.0,736.0,StoneBr,Y,Partial,535000
2795,15922,1390.0,9,5,2005,2006,4,3,1,10,1,3.0,660.0,StoneBr,Y,Partial,401179
2945,13682,1410.0,10,5,2006,2006,3,3,1,10,1,3.0,641.0,StoneBr,Y,Partial,438780
2320,14762,0.0,5,6,1948,1950,2,2,0,7,1,2.0,672.0,Gilbert,Y,Normal,169000
1056,34650,1056.0,5,5,1955,1955,3,1,0,5,0,2.0,572.0,Gilbert,N,Normal,145000
1714,8147,1714.0,9,5,2005,2005,2,2,0,7,1,2.0,517.0,StoneBr,Y,Normal,318000
1826,11302,1814.0,8,5,2005,2006,3,2,0,7,1,3.0,758.0,StoneBr,Y,Partial,319000
2000,18261,1910.0,9,5,2005,2005,3,2,1,8,2,3.0,722.0,StoneBr,Y,Normal,470000
1621,14145,1208.0,7,7,1984,1998,3,2,0,8,0,2.0,440.0,NWAmes,Y,Normal,202500
2183,13837,1204.0,7,5,1988,1988,4,2,1,9,0,3.0,786.0,NWAmes,Y,Normal,229000
2263,16659,795.0,7,7,1977,1994,3,2,1,9,1,2.0,539.0,NWAmes,Y,Normal,235000
1574,18800,796.0,6,5,1976,1976,3,2,1,6,1,2.0,566.0,NWAmes,Y,Normal,190000
1102,10464,988.0,6,6,1980,1980,2,1,0,5,1,2.0,582.0,NWAmes,Y,Normal,169000
1872,10400,1845.0,7,5,1988,1988,3,2,0,6,1,2.0,604.0,NWAmes,Y,Normal,241500
1857,10530,945.0,7,5,1978,1978,4,2,1,8,1,2.0,482.0,NWAmes,Y,Normal,188900
1686,10240,1686.0,6,6,1980,1980,3,2,0,7,1,2.0,612.0,NWAmes,Y,Normal,207500
2784,16692,1392.0,7,5,1978,1978,5,3,1,12,2,2.0,564.0,NWAmes,Y,Normal,250000
1552,11475,713.0,6,6,1975,1975,3,2,1,6,1,2.0,434.0,NWAmes,Y,Normal,179900
1083,9927,1047.0,7,5,1976,1976,2,1,0,5,1,2.0,596.0,NWAmes,Y,Normal,172000
2318,9512,960.0,7,5,2005,2006,3,2,1,8,1,2.0,541.0,Somerst,Y,Partial,294323
1875,10530,675.0,6,6,1975,2000,3,3,0,8,1,2.0,485.0,NWAmes,Y,Normal,184500
1074,10140,1056.0,5,6,1975,1975,3,1,1,6,0,2.0,495.0,NWAmes,Y,Normal,153500
1664,10140,832.0,7,5,1976,1976,4,2,1,8,1,2.0,528.0,NWAmes,Y,Normal,162900
1309,10140,1040.0,6,6,1974,1999,3,1,1,5,1,2.0,484.0,NWAmes,Y,Normal,181000
1103,10000,1103.0,6,6,1974,1974,3,2,0,6,0,2.0,462.0,NWAmes,Y,Normal,155000
1096,15870,1096.0,5,5,1969,1969,3,1,0,6,0,1.0,299.0,NAmes,Y,Abnorml,138800
864,9353,864.0,4,5,1970,1970,3,1,0,5,0,1.0,280.0,NAmes,Y,Abnorml,116050
858,8125,858.0,4,4,1971,1971,3,1,0,5,0,0.0,0.0,NAmes,Y,Normal,88000
874,7200,864.0,4,4,1971,1971,3,1,0,5,0,2.0,576.0,NAmes,Y,Normal,97500
1419,8773,1487.0,6,5,2002,2002,2,2,0,4,0,2.0,543.0,NAmes,Y,Normal,190000
1092,2760,525.0,6,5,1973,1973,3,1,1,6,0,2.0,440.0,BrDale,Y,Normal,105500
1365,2160,765.0,5,6,1973,1973,3,1,1,7,1,2.0,440.0,BrDale,Y,Normal,125500
987,1953,483.0,6,5,1973,1973,2,1,1,5,0,1.0,264.0,BrDale,Y,Normal,83000
1030,1890,494.0,6,7,1972,1972,3,1,1,6,0,1.0,264.0,BrDale,Y,Normal,116000
1218,1680,672.0,6,5,1971,1971,3,1,1,7,0,0.0,0.0,BrDale,Y,Abnorml,91500
1218,1680,672.0,6,7,1972,1972,3,1,1,7,0,1.0,264.0,BrDale,Y,Normal,118000
948,1680,483.0,6,5,1972,1972,2,1,1,5,0,1.0,264.0,BrDale,Y,Normal,89000
1092,1680,525.0,6,5,1972,1972,3,1,1,6,0,1.0,264.0,BrDale,Y,Normal,108000
987,1680,483.0,6,5,1972,1972,2,1,1,5,1,1.0,288.0,BrDale,Y,Normal,94500
1069,4043,1069.0,6,5,1975,1975,2,2,0,4,1,2.0,440.0,NPkVill,Y,Normal,146300
1387,7514,943.0,5,7,1967,1975,3,1,0,6,1,1.0,300.0,NAmes,Y,Normal,145000
900,7838,864.0,5,5,1967,1967,3,1,0,6,1,1.0,288.0,NAmes,Y,Normal,123000
1055,2280,1055.0,7,7,1976,1976,2,2,0,4,0,1.0,319.0,NPkVill,Y,Normal,137500
1456,2179,855.0,6,5,1976,1976,3,2,1,6,1,2.0,460.0,NPkVill,Y,Normal,144000
1980,16737,1980.0,9,5,2004,2005,3,2,0,8,1,3.0,770.0,NridgHt,Y,Normal,315000
2589,16387,1738.0,9,5,2006,2006,4,2,1,11,1,3.0,831.0,NridgHt,Y,Partial,412083
2596,16259,1249.0,9,5,2006,2006,4,3,1,9,0,3.0,840.0,NridgHt,Y,Partial,342643
1618,16163,1618.0,8,5,2004,2004,2,2,0,6,1,3.0,880.0,NridgHt,Y,Normal,252000
2076,13891,2076.0,10,5,2006,2006,2,2,1,7,1,3.0,850.0,NridgHt,Y,Partial,465000
1740,12228,1721.0,7,5,2006,2006,4,2,0,8,0,3.0,874.0,NridgHt,Y,Partial,293000
1868,14780,1868.0,9,5,2005,2005,2,2,0,7,1,3.0,1085.0,NridgHt,Y,Normal,415000
1850,16033,1833.0,9,5,2004,2005,3,2,0,8,1,3.0,772.0,NridgHt,Y,Normal,326000
2376,14215,1158.0,8,5,2005,2006,4,3,1,9,1,3.0,853.0,NridgHt,Y,Partial,325300
2452,13418,1117.0,8,5,2004,2005,4,3,1,9,1,3.0,691.0,NridgHt,Y,Normal,309000
2206,13975,1090.0,9,5,2005,2006,4,2,1,10,1,3.0,670.0,NridgHt,Y,Partial,300000
2098,10240,1030.0,8,5,2005,2005,3,2,1,8,1,3.0,878.0,NridgHt,Y,Normal,275500
2091,9942,1606.0,9,5,2005,2006,3,2,1,8,1,2.0,521.0,NridgHt,Y,Partial,338500
2324,11924,1175.0,9,5,2005,2006,4,3,0,11,2,3.0,736.0,NridgHt,Y,Partial,345000
2253,12867,1209.0,8,5,2005,2006,3,2,1,8,1,2.0,575.0,NridgHt,Y,Partial,344133
2389,10672,1054.0,8,5,2006,2006,4,2,1,10,1,3.0,672.0,NridgHt,Y,Partial,298236
2358,11643,1524.0,8,5,2005,2006,4,2,1,10,1,3.0,784.0,NridgHt,Y,Partial,329900
1944,12378,1896.0,9,5,2003,2004,3,2,0,8,3,3.0,708.0,NridgHt,Y,Normal,360000
1970,11065,1085.0,8,5,2006,2006,3,2,1,8,1,3.0,753.0,NridgHt,Y,Partial,281000
1792,13758,1792.0,9,5,2005,2006,2,2,0,6,1,3.0,925.0,NridgHt,Y,Partial,372397
1780,14828,1780.0,9,5,2004,2005,2,2,0,7,1,3.0,816.0,NridgHt,Y,Normal,378000
1792,11846,1792.0,9,5,2003,2004,2,2,0,6,1,3.0,874.0,NridgHt,Y,Normal,374000
2728,20431,1848.0,9,5,2005,2006,4,2,1,10,2,3.0,706.0,NridgHt,Y,Partial,437154
1904,10927,1058.0,8,5,2005,2005,3,2,1,8,1,2.0,736.0,NridgHt,Y,Normal,275000
1914,13215,1420.0,8,5,2004,2004,3,2,1,9,1,3.0,746.0,NridgHt,Y,Normal,279000
1364,7052,1364.0,7,5,2005,2005,2,2,0,6,1,2.0,484.0,NridgHt,Y,Normal,185850
1565,5911,1560.0,9,5,2005,2005,2,2,0,6,1,2.0,556.0,NridgHt,Y,Normal,282500
1368,6955,1368.0,7,5,2005,2006,2,2,0,6,1,2.0,474.0,NridgHt,Y,Partial,202500
1368,6792,1368.0,7,5,2005,2006,2,2,0,6,1,2.0,474.0,NridgHt,Y,Partial,202665
1686,7740,1686.0,9,5,2006,2006,1,2,0,6,1,3.0,899.0,NridgHt,Y,Partial,332200
1666,6373,1666.0,9,5,2006,2006,2,2,0,6,1,2.0,575.0,NridgHt,Y,Partial,310090
1405,3136,1405.0,7,5,2003,2003,2,2,0,6,1,2.0,478.0,NridgHt,Y,Normal,171750
1316,10237,1316.0,6,5,2005,2006,3,2,0,6,1,2.0,397.0,Gilbert,Y,Partial,169990
1456,10237,728.0,6,5,2005,2006,3,2,1,8,1,2.0,390.0,Gilbert,Y,Partial,170440
1492,10237,738.0,7,5,2006,2006,3,2,1,8,0,2.0,440.0,Gilbert,Y,Partial,169985
1496,17104,654.0,7,5,2006,2006,3,2,1,7,1,2.0,426.0,Gilbert,Y,Partial,179665
1863,14054,879.0,7,5,2006,2006,4,2,1,9,1,3.0,660.0,Gilbert,Y,Partial,219210
1326,11660,1326.0,6,5,2006,2006,3,2,0,6,0,2.0,427.0,Gilbert,Y,Partial,174190
1456,15578,728.0,6,5,2006,2006,3,2,1,8,0,2.0,429.0,Gilbert,Y,Partial,172785
2373,11631,1052.0,8,5,2004,2005,4,2,1,9,1,3.0,632.0,Gilbert,Y,Partial,258000
1492,9073,738.0,7,5,2006,2006,3,2,1,8,0,2.0,440.0,Gilbert,Y,Partial,185101
1364,3087,1220.0,7,5,2006,2006,2,2,0,6,1,2.0,437.0,Blmngtn,Y,Partial,210250
1557,3196,1374.0,7,5,2003,2004,2,2,0,7,1,2.0,420.0,Blmngtn,Y,Normal,234000
1456,3196,1273.0,8,5,2003,2003,2,2,0,7,1,2.0,400.0,Blmngtn,Y,Normal,215000
1511,2938,1368.0,7,5,2002,2002,2,2,0,5,1,2.0,398.0,Blmngtn,Y,Normal,246990
1414,3072,1375.0,7,5,2004,2004,2,2,0,6,1,2.0,398.0,Blmngtn,Y,Normal,178740
1548,3072,1365.0,7,5,2004,2004,2,2,0,7,1,2.0,388.0,Blmngtn,Y,Normal,225000
1248,3010,1248.0,7,5,2005,2006,2,2,0,5,0,2.0,438.0,Blmngtn,Y,Partial,167240
1142,3010,1142.0,7,5,2005,2006,2,2,0,6,0,2.0,440.0,Blmngtn,Y,Partial,156820
1506,3013,1362.0,7,5,2005,2005,2,2,0,6,1,2.0,440.0,Blmngtn,Y,Normal,213490
1567,3982,1520.0,8,5,2006,2006,1,2,0,7,1,3.0,648.0,Blmngtn,Y,Partial,264561
1500,4045,1356.0,7,5,2006,2006,2,2,0,6,1,3.0,648.0,Blmngtn,Y,Partial,246578
1838,21930,732.0,5,5,2005,2005,4,2,1,7,1,2.0,372.0,Gilbert,Y,Normal,192140
1509,7861,783.0,6,5,2002,2003,3,2,1,7,1,2.0,393.0,Gilbert,Y,Normal,183200
1414,9056,707.0,8,5,2004,2004,3,2,1,6,1,2.0,403.0,Gilbert,Y,Normal,178000
1598,9171,848.0,7,5,2004,2005,3,2,1,7,1,2.0,433.0,Gilbert,Y,Normal,201490
1936,11194,1406.0,8,5,2000,2000,3,2,1,7,1,2.0,504.0,Gilbert,Y,Normal,230500
1509,7875,783.0,7,5,2003,2003,3,2,1,8,1,2.0,393.0,Gilbert,Y,Normal,180000
1664,8121,953.0,6,5,2000,2000,3,2,1,7,1,2.0,460.0,Gilbert,Y,Normal,172400
1889,8658,982.0,6,5,2000,2000,3,2,1,9,1,2.0,431.0,Gilbert,Y,Normal,215000
1886,11214,930.0,7,5,1998,1999,4,2,1,10,1,2.0,431.0,Gilbert,Y,Normal,199900
1671,10852,959.0,6,5,2000,2000,3,2,1,7,1,2.0,472.0,Gilbert,Y,Normal,173000
2322,12104,1035.0,7,5,2006,2006,4,3,1,8,0,3.0,617.0,Gilbert,Y,Partial,287602
2291,8738,975.0,7,5,1999,1999,4,2,1,8,1,2.0,429.0,Gilbert,Y,Normal,230000
2392,9452,1396.0,8,5,1997,1998,3,2,1,7,1,3.0,870.0,NoRidge,Y,Normal,348000
1976,9660,1044.0,8,5,1998,1998,3,2,1,7,1,3.0,885.0,NoRidge,Y,Normal,286000
2234,9545,1160.0,8,5,2000,2000,3,2,1,7,1,3.0,768.0,NoRidge,Y,Normal,300000
3627,35760,1930.0,10,5,1995,1996,4,3,1,10,1,3.0,807.0,NoRidge,Y,Normal,625000
2855,9233,1540.0,9,5,2000,2000,4,2,1,9,1,3.0,774.0,NoRidge,Y,Normal,405000
1924,12011,1086.0,8,5,1998,1998,3,2,1,7,1,2.0,592.0,NoRidge,Y,Normal,280000
2263,12090,1141.0,8,5,1998,1998,4,2,1,10,1,2.0,420.0,NoRidge,Y,Abnorml,258000
2726,10019,1342.0,8,5,1995,1995,4,2,1,9,1,3.0,725.0,NoRidge,Y,Normal,350000
3500,17242,1733.0,9,5,1993,1994,4,3,1,11,1,3.0,959.0,NoRidge,Y,Normal,584500
2494,10236,1290.0,8,5,1994,1995,4,2,1,9,1,3.0,803.0,NoRidge,Y,Normal,321000
2526,10120,1165.0,8,5,1994,1994,4,2,1,8,1,3.0,844.0,NoRidge,Y,Normal,290000
2799,12585,1286.0,8,5,1993,1993,3,2,1,8,1,3.0,704.0,NoRidge,Y,Normal,315000
1964,12447,1100.0,8,5,2005,2006,3,2,1,8,1,2.0,760.0,Somerst,Y,Partial,252000
1670,15218,1670.0,8,5,2006,2006,2,2,1,6,1,3.0,928.0,Somerst,Y,Partial,336820
2097,20896,2077.0,8,5,2005,2006,1,1,1,8,1,3.0,1134.0,Somerst,Y,Partial,423000
1660,10182,1660.0,8,5,2006,2006,3,2,0,8,1,2.0,500.0,Somerst,Y,Partial,290000
1616,8688,1616.0,7,5,2005,2005,3,2,0,7,0,3.0,834.0,Somerst,Y,Normal,232000
1504,10936,1504.0,8,5,2006,2006,3,2,0,7,0,2.0,510.0,Somerst,Y,Partial,199000
1278,8640,1278.0,8,5,2006,2006,2,2,0,5,0,2.0,584.0,Somerst,Y,Partial,198600
2640,13162,2036.0,9,5,2006,2006,3,3,1,11,1,3.0,792.0,Somerst,Y,Partial,405749
1489,11216,1489.0,8,5,2006,2006,3,2,0,7,1,2.0,776.0,Somerst,Y,Partial,232600
1939,10728,1095.0,8,5,2006,2006,3,2,1,8,1,3.0,1053.0,Somerst,Y,Partial,266000
1553,8125,756.0,7,5,2005,2006,3,2,1,6,0,2.0,615.0,Somerst,Y,Partial,186500
1716,8125,858.0,6,5,2005,2005,3,2,1,7,0,2.0,615.0,Somerst,Y,Normal,200825
1576,8125,770.0,7,5,2006,2006,3,2,1,6,0,2.0,614.0,Somerst,Y,Partial,197000
1262,7200,1262.0,6,5,2006,2006,2,2,0,5,0,2.0,572.0,Somerst,Y,Partial,185000
1266,7500,1257.0,7,5,2005,2005,3,2,0,6,1,2.0,453.0,Somerst,Y,Normal,176000
1301,7200,1293.0,7,5,2006,2006,2,2,0,5,1,2.0,572.0,Somerst,Y,Partial,187750
1142,7733,1142.0,6,5,2005,2005,3,1,1,5,0,0.0,0.0,SawyerW,Y,Normal,139500
1400,11024,1400.0,7,5,2005,2006,3,2,0,6,0,2.0,612.0,SawyerW,Y,Partial,186800
1131,13072,1131.0,6,5,2005,2006,3,1,1,6,0,0.0,0.0,SawyerW,Y,Partial,132000
1141,13072,1141.0,6,5,2005,2005,3,1,1,6,0,2.0,484.0,SawyerW,Y,Abnorml,142500
1158,13072,1158.0,6,5,2004,2004,3,1,1,5,0,2.0,576.0,SawyerW,Y,Partial,158000
1686,7800,891.0,7,5,2005,2005,3,2,1,8,0,2.0,462.0,SawyerW,Y,Normal,184000
1585,7632,784.0,7,5,2005,2005,3,2,1,7,0,2.0,449.0,SawyerW,Y,Normal,184900
1837,8304,941.0,6,5,1997,1998,3,2,1,7,0,2.0,688.0,SawyerW,Y,Normal,187000
1603,7153,761.0,6,5,1992,1992,3,2,1,7,0,2.0,484.0,SawyerW,Y,Normal,175900
1731,9370,836.0,6,5,1992,1993,3,2,1,7,0,2.0,462.0,SawyerW,Y,Family,248500
1398,7175,1398.0,6,5,1990,1991,2,2,0,5,0,2.0,542.0,SawyerW,Y,Normal,172000
1217,7175,1217.0,6,5,1991,1991,2,2,0,5,0,2.0,484.0,SawyerW,Y,Normal,151000
1320,9019,636.0,6,5,1994,1994,3,2,1,6,0,2.0,472.0,SawyerW,Y,Normal,150000
1056,8900,1056.0,4,4,1966,1966,2,1,0,5,0,1.0,384.0,SawyerW,Y,Normal,107000
965,7800,828.0,5,5,1965,1965,3,1,0,6,0,1.0,300.0,SawyerW,Y,Abnorml,119900
988,9100,988.0,5,4,1962,1962,3,1,0,6,0,2.0,624.0,Sawyer,Y,Normal,129500
1728,9100,1728.0,5,5,1963,1963,6,2,0,10,0,2.0,504.0,Sawyer,Y,Abnorml,125000
1654,8927,0.0,6,6,1977,1977,4,2,0,10,0,2.0,528.0,Sawyer,Y,Normal,119500
1211,9240,864.0,5,6,1962,2002,2,1,0,6,1,2.0,576.0,Sawyer,Y,Normal,144000
1212,8471,506.0,6,7,1977,1995,3,1,0,6,1,2.0,492.0,Sawyer,Y,Normal,151000
984,9308,984.0,5,5,1965,1965,3,1,0,5,0,1.0,310.0,Sawyer,Y,Normal,126000
909,8450,882.0,5,6,1968,1968,3,1,0,5,0,1.0,294.0,Sawyer,Y,Normal,116000
925,8638,925.0,5,6,1963,1963,2,1,0,5,0,2.0,484.0,Sawyer,Y,Normal,133500
1024,13052,1024.0,5,6,1965,1965,3,1,1,5,0,1.0,308.0,Sawyer,Y,Normal,120875
935,13526,935.0,5,6,1965,1965,3,1,0,5,0,1.0,288.0,Sawyer,Y,Normal,137000
912,8020,912.0,5,6,1964,1964,3,1,0,6,0,0.0,0.0,Sawyer,N,Normal,124000
1236,6993,912.0,5,7,1961,1994,3,1,0,6,1,1.0,288.0,Sawyer,Y,Normal,135000
941,8789,912.0,5,6,1967,1967,3,1,0,6,1,1.0,288.0,Sawyer,Y,Normal,129200
2646,14330,1748.0,7,4,1974,1974,3,2,0,9,4,2.0,550.0,Veenker,Y,Normal,260000
2417,16059,1288.0,8,5,1991,1992,4,2,1,9,1,2.0,462.0,NoRidge,Y,Normal,260000
2826,11025,1334.0,8,5,1992,1993,3,2,1,9,3,3.0,888.0,NoRidge,Y,Normal,334000
2520,14541,1338.0,8,7,1993,1993,5,2,1,10,1,3.0,796.0,NoRidge,Y,Abnorml,310000
2295,13346,1095.0,7,5,1992,2000,4,2,1,9,1,2.0,590.0,NoRidge,Y,Normal,268000
1624,12461,1624.0,8,5,1994,1995,2,2,0,5,1,3.0,757.0,NoRidge,Y,Normal,262000
1143,3628,1143.0,7,5,2004,2004,1,1,1,5,1,2.0,588.0,Somerst,Y,Normal,176400
1247,3316,1247.0,8,5,2005,2005,1,1,1,4,1,2.0,550.0,Somerst,Y,Normal,197000
1200,3180,600.0,7,5,2005,2005,2,2,1,4,0,2.0,480.0,Somerst,Y,Normal,151000
1223,2544,600.0,7,5,2005,2005,2,2,1,4,0,2.0,480.0,Somerst,Y,Normal,147400
1223,2544,600.0,7,5,2005,2005,2,2,1,4,0,2.0,480.0,Somerst,Y,Normal,149900
1200,3180,600.0,7,5,2005,2005,2,2,1,4,0,2.0,480.0,Somerst,Y,Abnorml,144152
1524,2998,756.0,6,5,2000,2000,2,2,1,4,0,2.0,440.0,Somerst,Y,Normal,166000
1452,3735,691.0,7,5,1999,1999,3,2,1,6,0,2.0,506.0,Somerst,Y,Normal,183900
1382,2651,673.0,7,5,2000,2000,3,2,1,6,0,2.0,490.0,Somerst,Y,Normal,165000
1080,4447,530.0,7,5,2003,2003,2,2,1,4,0,2.0,496.0,Somerst,Y,Normal,139000
1694,8314,569.0,7,5,1997,1998,3,2,1,6,1,1.0,434.0,Somerst,Y,Normal,200000
1568,7180,1568.0,8,5,2001,2002,3,2,0,6,1,2.0,564.0,Somerst,Y,Normal,221000
1494,9549,1494.0,8,5,1995,1996,2,1,1,6,1,2.0,481.0,Veenker,Y,Normal,270000
1208,11250,1208.0,6,6,1977,1977,3,1,1,6,1,2.0,546.0,Veenker,Y,Normal,165000
1235,3760,1235.0,8,5,1980,1980,1,1,0,4,3,2.0,484.0,Greens,Y,Normal,214000
1036,3640,1036.0,8,5,1980,1980,1,1,0,4,1,2.0,484.0,Greens,Y,Normal,188000
1226,3874,1226.0,8,5,1980,1980,1,1,0,4,1,2.0,484.0,Greens,Y,Normal,190000
1226,3876,1226.0,8,5,1978,1978,1,1,0,4,1,2.0,484.0,Greens,Y,Normal,170000
1842,50271,1842.0,9,5,1981,1987,0,0,1,5,1,3.0,894.0,Veenker,Y,Normal,385000
1193,13110,1153.0,5,6,1972,1972,2,2,0,6,0,2.0,501.0,NWAmes,Y,Normal,146500
1920,10192,570.0,7,6,1968,1992,4,3,0,8,1,2.0,487.0,NWAmes,Y,Normal,170000
2156,20781,1568.0,7,7,1968,2003,3,2,0,9,1,2.0,508.0,NWAmes,Y,Normal,262500
1416,11700,708.0,6,6,1968,1968,3,2,1,7,1,2.0,776.0,NWAmes,Y,Normal,179900
2654,11029,1054.0,6,7,1968,1984,4,2,1,9,1,2.0,619.0,NWAmes,Y,Normal,250000
1790,10400,732.0,6,5,1972,1972,4,1,2,8,1,2.0,484.0,NWAmes,Y,Normal,165150
1334,10140,1334.0,7,6,1967,1967,3,2,0,7,0,2.0,477.0,NWAmes,Y,Normal,164500
1164,9600,1164.0,7,5,1969,1969,3,1,1,6,0,2.0,528.0,NWAmes,Y,Normal,140000
980,9750,980.0,5,5,1967,1967,3,2,0,6,0,1.0,384.0,NAmes,Y,Normal,135500
1051,9600,1051.0,5,5,1968,1968,3,1,0,6,0,2.0,504.0,NAmes,Y,Normal,142000
1770,8640,900.0,5,5,1968,1968,4,1,1,7,0,2.0,530.0,NAmes,Y,Normal,155000
976,9360,976.0,6,7,1968,2004,2,1,0,4,1,2.0,504.0,NAmes,Y,Abnorml,157500
1052,8400,1052.0,5,5,1968,1968,3,1,1,5,0,1.0,288.0,NAmes,Y,Normal,138500
898,8400,833.0,5,6,1968,1968,3,1,0,6,0,1.0,326.0,NAmes,Y,Normal,140000
1051,9759,1051.0,5,5,1966,1966,3,1,0,6,0,1.0,264.0,NAmes,Y,Normal,124400
1141,9600,1141.0,5,7,1967,1967,3,1,0,6,0,1.0,568.0,NAmes,Y,Normal,158000
1200,9230,864.0,5,8,1965,1998,1,1,1,6,0,2.0,884.0,NAmes,Y,Normal,146000
1993,14803,825.0,6,5,1971,1971,4,2,1,8,1,2.0,495.0,NWAmes,Y,Normal,190000
1050,10659,1050.0,5,6,1961,1961,3,1,0,6,0,1.0,368.0,NAmes,Y,Normal,136500
864,9100,864.0,5,5,1958,1958,3,1,0,5,0,2.0,624.0,NAmes,Y,Normal,129900
1712,8393,1626.0,5,5,1959,2005,4,2,0,8,0,2.0,588.0,NAmes,Y,Family,145000
1565,8800,1187.0,6,7,1965,2000,3,2,0,7,2,1.0,299.0,NAmes,Y,Abnorml,185900
1251,8800,1251.0,6,6,1964,1964,3,1,0,6,2,1.0,461.0,NAmes,Y,Normal,160000
1488,10368,1008.0,6,6,1964,1964,3,1,1,7,1,2.0,430.0,NAmes,Y,Normal,167000
1440,9350,720.0,5,6,1964,1964,4,1,1,7,1,2.0,480.0,NAmes,Y,Normal,157500
1095,10382,588.0,6,5,1958,1958,2,1,0,6,0,1.0,264.0,NAmes,Y,Normal,140000
1053,8973,1008.0,5,7,1958,1991,3,1,1,6,0,2.0,750.0,NAmes,Y,Abnorml,150000
1248,10800,1248.0,5,7,1960,1960,3,1,0,6,0,1.0,286.0,NAmes,Y,Normal,151500
816,8550,816.0,6,8,1934,1950,2,1,0,4,1,1.0,240.0,NAmes,Y,Normal,129800
1008,11425,1008.0,5,6,1954,1954,2,1,0,4,1,1.0,275.0,NAmes,Y,Normal,137000
1043,9724,938.0,5,7,1947,1950,2,1,0,5,1,1.0,273.0,NAmes,Y,Normal,137000
1230,4712,747.0,4,7,1946,1950,3,1,1,5,0,1.0,305.0,BrkSide,Y,Abnorml,121600
869,5900,440.0,4,7,1923,1958,2,1,0,4,0,0.0,0.0,BrkSide,Y,Normal,85500
747,5825,600.0,4,5,1926,1953,1,1,0,5,0,2.0,528.0,BrkSide,Y,Normal,79900
1252,7438,504.0,5,8,1908,1991,3,1,0,5,0,2.0,576.0,BrkSide,Y,Normal,127000
1433,9600,1251.0,5,6,1961,1990,3,1,0,7,1,2.0,441.0,NAmes,Y,Normal,161000
1624,10858,1444.0,5,6,1952,1952,2,1,0,6,1,1.0,240.0,NAmes,Y,Partial,146500
1216,9600,1056.0,5,5,1951,1951,3,1,0,7,0,1.0,280.0,NAmes,Y,Normal,135000
2136,10680,2136.0,5,3,1951,1951,4,2,0,7,0,2.0,528.0,NAmes,N,Normal,137900
1578,9490,806.0,6,7,1941,1950,3,1,0,5,2,1.0,240.0,NAmes,Y,Normal,133000
1728,9462,704.0,5,6,1949,1973,3,1,1,7,1,1.0,234.0,NAmes,Y,Normal,137000
936,9888,936.0,5,6,1954,1975,2,1,0,5,0,1.0,240.0,NAmes,Y,Normal,121000
